n,x,y,z
12790,-10000,-10000,-10000
12791,-10000,-10000,-10000
12792,-10000,-10000,-10000
12793,-10000,-10000,-10000
12794,-10000,-10000,-10000
12795,-10000,-10000,-10000
12796,-600,2180,-560
12797,-580,2180,-560
12798,-560,2180,-560
12799,-540,2180,-560
12800,-520,2180,-560
12801,-500,2180,-560
12802,-480,2180,-560
12803,-460,2180,-560
12804,-440,2180,-560
12805,-420,2180,-560
12806,-400,2180,-560
12807,-380,2180,-560
12808,-360,2180,-560
12809,-340,2180,-560
12810,-320,2180,-560
12811,-10000,-10000,-10000
12812,-10000,-10000,-10000
12813,-10000,-10000,-10000
12814,-10000,-10000,-10000
12815,-10000,-10000,-10000
12816,-10000,-10000,-10000
12817,-10000,-10000,-10000
12818,-10000,-10000,-10000
12819,-10000,-10000,-10000
12820,-10000,-10000,-10000
12821,-100,2180,-560
12822,-80,2180,-560
12823,-60,2180,-560
12824,-40,2180,-560
12825,-20,2180,-560
12826,-10000,-10000,-10000
12827,-10000,-10000,-10000
12828,-10000,-10000,-10000
12829,-10000,-10000,-10000
12830,-10000,-10000,-10000
12831,-10000,-10000,-10000
12832,-10000,-10000,-10000
12833,-10000,-10000,-10000
12834,-10000,-10000,-10000
12835,-10000,-10000,-10000
12836,-10000,-10000,-10000
12837,-10000,-10000,-10000
12838,-10000,-10000,-10000
12839,-10000,-10000,-10000
12840,-10000,-10000,-10000
12841,-10000,-10000,-10000
12842,-10000,-10000,-10000
12843,-10000,-10000,-10000
12844,-10000,-10000,-10000
12845,-10000,-10000,-10000
12846,-10000,-10000,-10000
12847,-10000,-10000,-10000
12848,-10000,-10000,-10000
12849,-10000,-10000,-10000
12850,-10000,-10000,-10000
12851,500,2180,-560
12852,520,2180,-560
12853,540,2180,-560
12854,560,2180,-560
12855,580,2180,-560
12856,600,2180,-560
12857,620,2180,-560
12858,640,2180,-560
12859,660,2180,-560
12860,680,2180,-560
12861,-10000,-10000,-10000
12862,-10000,-10000,-10000
12863,-10000,-10000,-10000
12864,-10000,-10000,-10000
12865,-10000,-10000,-10000
12866,800,2180,-560
12867,820,2180,-560
12868,840,2180,-560
12869,860,2180,-560
12870,880,2180,-560
12871,-10000,-10000,-10000
12872,-10000,-10000,-10000
12873,-10000,-10000,-10000
12874,-10000,-10000,-10000
12875,-10000,-10000,-10000
12876,-10000,-10000,-10000
12877,-10000,-10000,-10000
12878,-10000,-10000,-10000
12879,-10000,-10000,-10000
12880,-10000,-10000,-10000
12881,-10000,-10000,-10000
12882,-10000,-10000,-10000
12883,-10000,-10000,-10000
12884,-10000,-10000,-10000
12885,-10000,-10000,-10000
12886,-10000,-10000,-10000
12887,-10000,-10000,-10000
12888,-10000,-10000,-10000
12889,-10000,-10000,-10000
12890,-700,2200,-560
12891,-680,2200,-560
12892,-660,2200,-560
12893,-640,2200,-560
12894,-620,2200,-560
12895,-10000,-10000,-10000
12896,-10000,-10000,-10000
12897,-10000,-10000,-10000
12898,-10000,-10000,-10000
12899,-10000,-10000,-10000
12900,-10000,-10000,-10000
12901,-10000,-10000,-10000
12902,-10000,-10000,-10000
12903,-10000,-10000,-10000
12904,-10000,-10000,-10000
12905,-10000,-10000,-10000
12906,-10000,-10000,-10000
12907,-10000,-10000,-10000
12908,-10000,-10000,-10000
12909,-10000,-10000,-10000
12910,-300,2200,-560
12911,-280,2200,-560
12912,-260,2200,-560
12913,-240,2200,-560
12914,-220,2200,-560
12915,-200,2200,-560
12916,-180,2200,-560
12917,-160,2200,-560
12918,-140,2200,-560
12919,-120,2200,-560
12920,-100,2200,-560
12921,-80,2200,-560
12922,-60,2200,-560
12923,-40,2200,-560
12924,-20,2200,-560
12925,-10000,-10000,-10000
12926,-10000,-10000,-10000
12927,-10000,-10000,-10000
12928,-10000,-10000,-10000
12929,-10000,-10000,-10000
12930,-10000,-10000,-10000
12931,-10000,-10000,-10000
12932,-10000,-10000,-10000
12933,-10000,-10000,-10000
12934,-10000,-10000,-10000
12935,200,2200,-560
12936,220,2200,-560
12937,240,2200,-560
12938,260,2200,-560
12939,280,2200,-560
12940,300,2200,-560
12941,320,2200,-560
12942,340,2200,-560
12943,360,2200,-560
12944,380,2200,-560
12945,400,2200,-560
12946,420,2200,-560
12947,440,2200,-560
12948,460,2200,-560
12949,480,2200,-560
12950,500,2200,-560
12951,520,2200,-560
12952,540,2200,-560
12953,560,2200,-560
12954,580,2200,-560
12955,-10000,-10000,-10000
12956,-10000,-10000,-10000
12957,-10000,-10000,-10000
12958,-10000,-10000,-10000
12959,-10000,-10000,-10000
12960,-10000,-10000,-10000
12961,-10000,-10000,-10000
12962,-10000,-10000,-10000
12963,-10000,-10000,-10000
12964,-10000,-10000,-10000
12965,800,2200,-560
12966,820,2200,-560
12967,840,2200,-560
12968,860,2200,-560
12969,880,2200,-560
12970,900,2200,-560
12971,920,2200,-560
12972,940,2200,-560
12973,960,2200,-560
12974,-10000,-10000,-10000
12975,-10000,-10000,-10000
12976,-10000,-10000,-10000
12977,-10000,-10000,-10000
12978,-10000,-10000,-10000
12979,-10000,-10000,-10000
12980,-10000,-10000,-10000
12981,-10000,-10000,-10000
12982,-10000,-10000,-10000
12983,-10000,-10000,-10000
12984,-10000,-10000,-10000
12985,-10000,-10000,-10000
12986,-10000,-10000,-10000
12987,-10000,-10000,-10000
12988,-10000,-10000,-10000
12989,-700,2220,-560
12990,-680,2220,-560
12991,-660,2220,-560
12992,-640,2220,-560
12993,-620,2220,-560
12994,-10000,-10000,-10000
12995,-10000,-10000,-10000
12996,-10000,-10000,-10000
12997,-10000,-10000,-10000
12998,-10000,-10000,-10000
12999,-10000,-10000,-10000
13000,-10000,-10000,-10000
13001,-10000,-10000,-10000
13002,-10000,-10000,-10000
13003,-10000,-10000,-10000
13004,-10000,-10000,-10000
13005,-10000,-10000,-10000
13006,-10000,-10000,-10000
13007,-10000,-10000,-10000
13008,-10000,-10000,-10000
13009,-300,2220,-560
13010,-280,2220,-560
13011,-260,2220,-560
13012,-240,2220,-560
13013,-220,2220,-560
13014,-200,2220,-560
13015,-180,2220,-560
13016,-160,2220,-560
13017,-140,2220,-560
13018,-120,2220,-560
13019,-100,2220,-560
13020,-80,2220,-560
13021,-60,2220,-560
13022,-40,2220,-560
13023,-20,2220,-560
13024,-10000,-10000,-10000
13025,-10000,-10000,-10000
13026,-10000,-10000,-10000
13027,-10000,-10000,-10000
13028,-10000,-10000,-10000
13029,-10000,-10000,-10000
13030,-10000,-10000,-10000
13031,-10000,-10000,-10000
13032,-10000,-10000,-10000
13033,-10000,-10000,-10000
13034,200,2220,-560
13035,220,2220,-560
13036,240,2220,-560
13037,260,2220,-560
13038,280,2220,-560
13039,300,2220,-560
13040,320,2220,-560
13041,340,2220,-560
13042,360,2220,-560
13043,380,2220,-560
13044,400,2220,-560
13045,420,2220,-560
13046,440,2220,-560
13047,460,2220,-560
13048,480,2220,-560
13049,500,2220,-560
13050,520,2220,-560
13051,540,2220,-560
13052,560,2220,-560
13053,580,2220,-560
13054,-10000,-10000,-10000
13055,-10000,-10000,-10000
13056,-10000,-10000,-10000
13057,-10000,-10000,-10000
13058,-10000,-10000,-10000
13059,-10000,-10000,-10000
13060,-10000,-10000,-10000
13061,-10000,-10000,-10000
13062,-10000,-10000,-10000
13063,-10000,-10000,-10000
13064,800,2220,-560
13065,820,2220,-560
13066,840,2220,-560
13067,860,2220,-560
13068,880,2220,-560
13069,900,2220,-560
13070,920,2220,-560
13071,940,2220,-560
13072,960,2220,-560
13073,-10000,-10000,-10000
13074,-10000,-10000,-10000
13075,-10000,-10000,-10000
13076,-10000,-10000,-10000
13077,-10000,-10000,-10000
13078,-10000,-10000,-10000
13079,-10000,-10000,-10000
13080,-10000,-10000,-10000
13081,-10000,-10000,-10000
13082,-10000,-10000,-10000
13083,-10000,-10000,-10000
13084,-10000,-10000,-10000
13085,-10000,-10000,-10000
13086,-10000,-10000,-10000
13087,-10000,-10000,-10000
13088,-700,2240,-560
13089,-680,2240,-560
13090,-660,2240,-560
13091,-640,2240,-560
13092,-620,2240,-560
13093,-10000,-10000,-10000
13094,-10000,-10000,-10000
13095,-10000,-10000,-10000
13096,-10000,-10000,-10000
13097,-10000,-10000,-10000
13098,-10000,-10000,-10000
13099,-10000,-10000,-10000
13100,-10000,-10000,-10000
13101,-10000,-10000,-10000
13102,-10000,-10000,-10000
13103,-10000,-10000,-10000
13104,-10000,-10000,-10000
13105,-10000,-10000,-10000
13106,-10000,-10000,-10000
13107,-10000,-10000,-10000
13108,-300,2240,-560
13109,-280,2240,-560
13110,-260,2240,-560
13111,-240,2240,-560
13112,-220,2240,-560
13113,-200,2240,-560
13114,-180,2240,-560
13115,-160,2240,-560
13116,-140,2240,-560
13117,-120,2240,-560
13118,-100,2240,-560
13119,-80,2240,-560
13120,-60,2240,-560
13121,-40,2240,-560
13122,-20,2240,-560
13123,-10000,-10000,-10000
13124,-10000,-10000,-10000
13125,-10000,-10000,-10000
13126,-10000,-10000,-10000
13127,-10000,-10000,-10000
13128,-10000,-10000,-10000
13129,-10000,-10000,-10000
13130,-10000,-10000,-10000
13131,-10000,-10000,-10000
13132,-10000,-10000,-10000
13133,200,2240,-560
13134,220,2240,-560
13135,240,2240,-560
13136,260,2240,-560
13137,280,2240,-560
13138,300,2240,-560
13139,320,2240,-560
13140,340,2240,-560
13141,360,2240,-560
13142,380,2240,-560
13143,400,2240,-560
13144,420,2240,-560
13145,440,2240,-560
13146,460,2240,-560
13147,480,2240,-560
13148,500,2240,-560
13149,520,2240,-560
13150,540,2240,-560
13151,560,2240,-560
13152,580,2240,-560
13153,-10000,-10000,-10000
13154,-10000,-10000,-10000
13155,-10000,-10000,-10000
13156,-10000,-10000,-10000
13157,-10000,-10000,-10000
13158,-10000,-10000,-10000
13159,-10000,-10000,-10000
13160,-10000,-10000,-10000
13161,-10000,-10000,-10000
13162,-10000,-10000,-10000
13163,800,2240,-560
13164,820,2240,-560
13165,840,2240,-560
13166,860,2240,-560
13167,880,2240,-560
13168,900,2240,-560
13169,920,2240,-560
13170,940,2240,-560
13171,960,2240,-560
13172,-10000,-10000,-10000
13173,-10000,-10000,-10000
13174,-10000,-10000,-10000
13175,-10000,-10000,-10000
13176,-10000,-10000,-10000
13177,-10000,-10000,-10000
13178,-10000,-10000,-10000
13179,-10000,-10000,-10000
13180,-10000,-10000,-10000
13181,-10000,-10000,-10000
13182,-10000,-10000,-10000
13183,-10000,-10000,-10000
13184,-10000,-10000,-10000
13185,-10000,-10000,-10000
13186,-10000,-10000,-10000
13187,-700,2260,-560
13188,-680,2260,-560
13189,-660,2260,-560
13190,-640,2260,-560
13191,-620,2260,-560
13192,-10000,-10000,-10000
13193,-10000,-10000,-10000
13194,-10000,-10000,-10000
13195,-10000,-10000,-10000
13196,-10000,-10000,-10000
13197,-10000,-10000,-10000
13198,-10000,-10000,-10000
13199,-10000,-10000,-10000
13200,-10000,-10000,-10000
13201,-10000,-10000,-10000
13202,-10000,-10000,-10000
13203,-10000,-10000,-10000
13204,-10000,-10000,-10000
13205,-10000,-10000,-10000
13206,-10000,-10000,-10000
13207,-300,2260,-560
13208,-280,2260,-560
13209,-260,2260,-560
13210,-240,2260,-560
13211,-220,2260,-560
13212,-200,2260,-560
13213,-180,2260,-560
13214,-160,2260,-560
13215,-140,2260,-560
13216,-120,2260,-560
13217,-100,2260,-560
13218,-80,2260,-560
13219,-60,2260,-560
13220,-40,2260,-560
13221,-20,2260,-560
13222,-10000,-10000,-10000
13223,-10000,-10000,-10000
13224,-10000,-10000,-10000
13225,-10000,-10000,-10000
13226,-10000,-10000,-10000
13227,-10000,-10000,-10000
13228,-10000,-10000,-10000
13229,-10000,-10000,-10000
13230,-10000,-10000,-10000
13231,-10000,-10000,-10000
13232,200,2260,-560
13233,220,2260,-560
13234,240,2260,-560
13235,260,2260,-560
13236,280,2260,-560
13237,300,2260,-560
13238,320,2260,-560
13239,340,2260,-560
13240,360,2260,-560
13241,380,2260,-560
13242,400,2260,-560
13243,420,2260,-560
13244,440,2260,-560
13245,460,2260,-560
13246,480,2260,-560
13247,500,2260,-560
13248,520,2260,-560
13249,540,2260,-560
13250,560,2260,-560
13251,580,2260,-560
13252,-10000,-10000,-10000
13253,-10000,-10000,-10000
13254,-10000,-10000,-10000
13255,-10000,-10000,-10000
13256,-10000,-10000,-10000
13257,-10000,-10000,-10000
13258,-10000,-10000,-10000
13259,-10000,-10000,-10000
13260,-10000,-10000,-10000
13261,-10000,-10000,-10000
13262,800,2260,-560
13263,820,2260,-560
13264,840,2260,-560
13265,860,2260,-560
13266,880,2260,-560
13267,900,2260,-560
13268,920,2260,-560
13269,940,2260,-560
13270,960,2260,-560
13271,-10000,-10000,-10000
13272,-10000,-10000,-10000
13273,-10000,-10000,-10000
13274,-10000,-10000,-10000
13275,-10000,-10000,-10000
13276,-10000,-10000,-10000
13277,-10000,-10000,-10000
13278,-10000,-10000,-10000
13279,-10000,-10000,-10000
13280,-10000,-10000,-10000
13281,-10000,-10000,-10000
13282,-10000,-10000,-10000
13283,-10000,-10000,-10000
13284,-10000,-10000,-10000
13285,-10000,-10000,-10000
13286,-700,2280,-560
13287,-680,2280,-560
13288,-660,2280,-560
13289,-640,2280,-560
13290,-620,2280,-560
13291,-10000,-10000,-10000
13292,-10000,-10000,-10000
13293,-10000,-10000,-10000
13294,-10000,-10000,-10000
13295,-10000,-10000,-10000
13296,-10000,-10000,-10000
13297,-10000,-10000,-10000
13298,-10000,-10000,-10000
13299,-10000,-10000,-10000
13300,-10000,-10000,-10000
13301,-10000,-10000,-10000
13302,-10000,-10000,-10000
13303,-10000,-10000,-10000
13304,-10000,-10000,-10000
13305,-10000,-10000,-10000
13306,-300,2280,-560
13307,-280,2280,-560
13308,-260,2280,-560
13309,-240,2280,-560
13310,-220,2280,-560
13311,-200,2280,-560
13312,-180,2280,-560
13313,-160,2280,-560
13314,-140,2280,-560
13315,-120,2280,-560
13316,-100,2280,-560
13317,-80,2280,-560
13318,-60,2280,-560
13319,-40,2280,-560
13320,-20,2280,-560
13321,-10000,-10000,-10000
13322,-10000,-10000,-10000
13323,-10000,-10000,-10000
13324,-10000,-10000,-10000
13325,-10000,-10000,-10000
13326,-10000,-10000,-10000
13327,-10000,-10000,-10000
13328,-10000,-10000,-10000
13329,-10000,-10000,-10000
13330,-10000,-10000,-10000
13331,200,2280,-560
13332,220,2280,-560
13333,240,2280,-560
13334,260,2280,-560
13335,280,2280,-560
13336,300,2280,-560
13337,320,2280,-560
13338,340,2280,-560
13339,360,2280,-560
13340,380,2280,-560
13341,400,2280,-560
13342,420,2280,-560
13343,440,2280,-560
13344,460,2280,-560
13345,480,2280,-560
13346,500,2280,-560
13347,520,2280,-560
13348,540,2280,-560
13349,560,2280,-560
13350,580,2280,-560
13351,-10000,-10000,-10000
13352,-10000,-10000,-10000
13353,-10000,-10000,-10000
13354,-10000,-10000,-10000
13355,-10000,-10000,-10000
13356,-10000,-10000,-10000
13357,-10000,-10000,-10000
13358,-10000,-10000,-10000
13359,-10000,-10000,-10000
13360,-10000,-10000,-10000
13361,800,2280,-560
13362,820,2280,-560
13363,840,2280,-560
13364,860,2280,-560
13365,880,2280,-560
13366,900,2280,-560
13367,920,2280,-560
13368,940,2280,-560
13369,960,2280,-560
13370,-1000,2300,-560
13371,-980,2300,-560
13372,-960,2300,-560
13373,-940,2300,-560
13374,-920,2300,-560
13375,-900,2300,-560
13376,-880,2300,-560
13377,-860,2300,-560
13378,-840,2300,-560
13379,-820,2300,-560
13380,-800,2300,-560
13381,-780,2300,-560
13382,-760,2300,-560
13383,-740,2300,-560
13384,-720,2300,-560
13385,-10000,-10000,-10000
13386,-10000,-10000,-10000
13387,-10000,-10000,-10000
13388,-10000,-10000,-10000
13389,-10000,-10000,-10000
13390,-10000,-10000,-10000
13391,-10000,-10000,-10000
13392,-10000,-10000,-10000
13393,-10000,-10000,-10000
13394,-10000,-10000,-10000
13395,-10000,-10000,-10000
13396,-10000,-10000,-10000
13397,-10000,-10000,-10000
13398,-10000,-10000,-10000
13399,-10000,-10000,-10000
13400,-10000,-10000,-10000
13401,-10000,-10000,-10000
13402,-10000,-10000,-10000
13403,-10000,-10000,-10000
13404,-10000,-10000,-10000
13405,-300,2300,-560
13406,-280,2300,-560
13407,-260,2300,-560
13408,-240,2300,-560
13409,-220,2300,-560
13410,-10000,-10000,-10000
13411,-10000,-10000,-10000
13412,-10000,-10000,-10000
13413,-10000,-10000,-10000
13414,-10000,-10000,-10000
13415,-10000,-10000,-10000
13416,-10000,-10000,-10000
13417,-10000,-10000,-10000
13418,-10000,-10000,-10000
13419,-10000,-10000,-10000
13420,-10000,-10000,-10000
13421,-10000,-10000,-10000
13422,-10000,-10000,-10000
13423,-10000,-10000,-10000
13424,-10000,-10000,-10000
13425,-10000,-10000,-10000
13426,-10000,-10000,-10000
13427,-10000,-10000,-10000
13428,-10000,-10000,-10000
13429,-10000,-10000,-10000
13430,200,2300,-560
13431,220,2300,-560
13432,240,2300,-560
13433,260,2300,-560
13434,280,2300,-560
13435,300,2300,-560
13436,320,2300,-560
13437,340,2300,-560
13438,360,2300,-560
13439,380,2300,-560
13440,400,2300,-560
13441,420,2300,-560
13442,440,2300,-560
13443,460,2300,-560
13444,480,2300,-560
13445,-10000,-10000,-10000
13446,-10000,-10000,-10000
13447,-10000,-10000,-10000
13448,-10000,-10000,-10000
13449,-10000,-10000,-10000
13450,600,2300,-560
13451,620,2300,-560
13452,640,2300,-560
13453,660,2300,-560
13454,680,2300,-560
13455,-10000,-10000,-10000
13456,-10000,-10000,-10000
13457,-10000,-10000,-10000
13458,-10000,-10000,-10000
13459,-10000,-10000,-10000
13460,800,2300,-560
13461,820,2300,-560
13462,840,2300,-560
13463,860,2300,-560
13464,880,2300,-560
13465,-10000,-10000,-10000
13466,-10000,-10000,-10000
13467,-10000,-10000,-10000
13468,-10000,-10000,-10000
13469,-1000,2320,-560
13470,-980,2320,-560
13471,-960,2320,-560
13472,-940,2320,-560
13473,-920,2320,-560
13474,-900,2320,-560
13475,-880,2320,-560
13476,-860,2320,-560
13477,-840,2320,-560
13478,-820,2320,-560
13479,-800,2320,-560
13480,-780,2320,-560
13481,-760,2320,-560
13482,-740,2320,-560
13483,-720,2320,-560
13484,-10000,-10000,-10000
13485,-10000,-10000,-10000
13486,-10000,-10000,-10000
13487,-10000,-10000,-10000
13488,-10000,-10000,-10000
13489,-10000,-10000,-10000
13490,-10000,-10000,-10000
13491,-10000,-10000,-10000
13492,-10000,-10000,-10000
13493,-10000,-10000,-10000
13494,-10000,-10000,-10000
13495,-10000,-10000,-10000
13496,-10000,-10000,-10000
13497,-10000,-10000,-10000
13498,-10000,-10000,-10000
13499,-10000,-10000,-10000
13500,-10000,-10000,-10000
13501,-10000,-10000,-10000
13502,-10000,-10000,-10000
13503,-10000,-10000,-10000
13504,-300,2320,-560
13505,-280,2320,-560
13506,-260,2320,-560
13507,-240,2320,-560
13508,-220,2320,-560
13509,-10000,-10000,-10000
13510,-10000,-10000,-10000
13511,-10000,-10000,-10000
13512,-10000,-10000,-10000
13513,-10000,-10000,-10000
13514,-10000,-10000,-10000
13515,-10000,-10000,-10000
13516,-10000,-10000,-10000
13517,-10000,-10000,-10000
13518,-10000,-10000,-10000
13519,-10000,-10000,-10000
13520,-10000,-10000,-10000
13521,-10000,-10000,-10000
13522,-10000,-10000,-10000
13523,-10000,-10000,-10000
13524,-10000,-10000,-10000
13525,-10000,-10000,-10000
13526,-10000,-10000,-10000
13527,-10000,-10000,-10000
13528,-10000,-10000,-10000
13529,200,2320,-560
13530,220,2320,-560
13531,240,2320,-560
13532,260,2320,-560
13533,280,2320,-560
13534,300,2320,-560
13535,320,2320,-560
13536,340,2320,-560
13537,360,2320,-560
13538,380,2320,-560
13539,400,2320,-560
13540,420,2320,-560
13541,440,2320,-560
13542,460,2320,-560
13543,480,2320,-560
13544,-10000,-10000,-10000
13545,-10000,-10000,-10000
13546,-10000,-10000,-10000
13547,-10000,-10000,-10000
13548,-10000,-10000,-10000
13549,600,2320,-560
13550,620,2320,-560
13551,640,2320,-560
13552,660,2320,-560
13553,680,2320,-560
13554,-10000,-10000,-10000
13555,-10000,-10000,-10000
13556,-10000,-10000,-10000
13557,-10000,-10000,-10000
13558,-10000,-10000,-10000
13559,800,2320,-560
13560,820,2320,-560
13561,840,2320,-560
13562,860,2320,-560
13563,880,2320,-560
13564,-10000,-10000,-10000
13565,-10000,-10000,-10000
13566,-10000,-10000,-10000
13567,-10000,-10000,-10000
13568,-1000,2340,-560
13569,-980,2340,-560
13570,-960,2340,-560
13571,-940,2340,-560
13572,-920,2340,-560
13573,-900,2340,-560
13574,-880,2340,-560
13575,-860,2340,-560
13576,-840,2340,-560
13577,-820,2340,-560
13578,-800,2340,-560
13579,-780,2340,-560
13580,-760,2340,-560
13581,-740,2340,-560
13582,-720,2340,-560
13583,-10000,-10000,-10000
13584,-10000,-10000,-10000
13585,-10000,-10000,-10000
13586,-10000,-10000,-10000
13587,-10000,-10000,-10000
13588,-10000,-10000,-10000
13589,-10000,-10000,-10000
13590,-10000,-10000,-10000
13591,-10000,-10000,-10000
13592,-10000,-10000,-10000
13593,-10000,-10000,-10000
13594,-10000,-10000,-10000
13595,-10000,-10000,-10000
13596,-10000,-10000,-10000
13597,-10000,-10000,-10000
13598,-10000,-10000,-10000
13599,-10000,-10000,-10000
13600,-10000,-10000,-10000
13601,-10000,-10000,-10000
13602,-10000,-10000,-10000
13603,-300,2340,-560
13604,-280,2340,-560
13605,-260,2340,-560
13606,-240,2340,-560
13607,-220,2340,-560
13608,-10000,-10000,-10000
13609,-10000,-10000,-10000
13610,-10000,-10000,-10000
13611,-10000,-10000,-10000
13612,-10000,-10000,-10000
13613,-10000,-10000,-10000
13614,-10000,-10000,-10000
13615,-10000,-10000,-10000
13616,-10000,-10000,-10000
13617,-10000,-10000,-10000
13618,-10000,-10000,-10000
13619,-10000,-10000,-10000
13620,-10000,-10000,-10000
13621,-10000,-10000,-10000
13622,-10000,-10000,-10000
13623,-10000,-10000,-10000
13624,-10000,-10000,-10000
13625,-10000,-10000,-10000
13626,-10000,-10000,-10000
13627,-10000,-10000,-10000
13628,200,2340,-560
13629,220,2340,-560
13630,240,2340,-560
13631,260,2340,-560
13632,280,2340,-560
13633,300,2340,-560
13634,320,2340,-560
13635,340,2340,-560
13636,360,2340,-560
13637,380,2340,-560
13638,400,2340,-560
13639,420,2340,-560
13640,440,2340,-560
13641,460,2340,-560
13642,480,2340,-560
13643,-10000,-10000,-10000
13644,-10000,-10000,-10000
13645,-10000,-10000,-10000
13646,-10000,-10000,-10000
13647,-10000,-10000,-10000
13648,600,2340,-560
13649,620,2340,-560
13650,640,2340,-560
13651,660,2340,-560
13652,680,2340,-560
13653,-10000,-10000,-10000
13654,-10000,-10000,-10000
13655,-10000,-10000,-10000
13656,-10000,-10000,-10000
13657,-10000,-10000,-10000
13658,800,2340,-560
13659,820,2340,-560
13660,840,2340,-560
13661,860,2340,-560
13662,880,2340,-560
13663,-10000,-10000,-10000
13664,-10000,-10000,-10000
13665,-10000,-10000,-10000
13666,-10000,-10000,-10000
13667,-1000,2360,-560
13668,-980,2360,-560
13669,-960,2360,-560
13670,-940,2360,-560
13671,-920,2360,-560
13672,-900,2360,-560
13673,-880,2360,-560
13674,-860,2360,-560
13675,-840,2360,-560
13676,-820,2360,-560
13677,-800,2360,-560
13678,-780,2360,-560
13679,-760,2360,-560
13680,-740,2360,-560
13681,-720,2360,-560
13682,-10000,-10000,-10000
13683,-10000,-10000,-10000
13684,-10000,-10000,-10000
13685,-10000,-10000,-10000
13686,-10000,-10000,-10000
13687,-10000,-10000,-10000
13688,-10000,-10000,-10000
13689,-10000,-10000,-10000
13690,-10000,-10000,-10000
13691,-10000,-10000,-10000
13692,-10000,-10000,-10000
13693,-10000,-10000,-10000
13694,-10000,-10000,-10000
13695,-10000,-10000,-10000
13696,-10000,-10000,-10000
13697,-10000,-10000,-10000
13698,-10000,-10000,-10000
13699,-10000,-10000,-10000
13700,-10000,-10000,-10000
13701,-10000,-10000,-10000
13702,-300,2360,-560
13703,-280,2360,-560
13704,-260,2360,-560
13705,-240,2360,-560
13706,-220,2360,-560
13707,-10000,-10000,-10000
13708,-10000,-10000,-10000
13709,-10000,-10000,-10000
13710,-10000,-10000,-10000
13711,-10000,-10000,-10000
13712,-10000,-10000,-10000
13713,-10000,-10000,-10000
13714,-10000,-10000,-10000
13715,-10000,-10000,-10000
13716,-10000,-10000,-10000
13717,-10000,-10000,-10000
13718,-10000,-10000,-10000
13719,-10000,-10000,-10000
13720,-10000,-10000,-10000
13721,-10000,-10000,-10000
13722,-10000,-10000,-10000
13723,-10000,-10000,-10000
13724,-10000,-10000,-10000
13725,-10000,-10000,-10000
13726,-10000,-10000,-10000
13727,200,2360,-560
13728,220,2360,-560
13729,240,2360,-560
13730,260,2360,-560
13731,280,2360,-560
13732,300,2360,-560
13733,320,2360,-560
13734,340,2360,-560
13735,360,2360,-560
13736,380,2360,-560
13737,400,2360,-560
13738,420,2360,-560
13739,440,2360,-560
13740,460,2360,-560
13741,480,2360,-560
13742,-10000,-10000,-10000
13743,-10000,-10000,-10000
13744,-10000,-10000,-10000
13745,-10000,-10000,-10000
13746,-10000,-10000,-10000
13747,600,2360,-560
13748,620,2360,-560
13749,640,2360,-560
13750,660,2360,-560
13751,680,2360,-560
13752,-10000,-10000,-10000
13753,-10000,-10000,-10000
13754,-10000,-10000,-10000
13755,-10000,-10000,-10000
13756,-10000,-10000,-10000
13757,800,2360,-560
13758,820,2360,-560
13759,840,2360,-560
13760,860,2360,-560
13761,880,2360,-560
13762,-10000,-10000,-10000
13763,-10000,-10000,-10000
13764,-10000,-10000,-10000
13765,-10000,-10000,-10000
13766,-1000,2380,-560
13767,-980,2380,-560
13768,-960,2380,-560
13769,-940,2380,-560
13770,-920,2380,-560
13771,-900,2380,-560
13772,-880,2380,-560
13773,-860,2380,-560
13774,-840,2380,-560
13775,-820,2380,-560
13776,-800,2380,-560
13777,-780,2380,-560
13778,-760,2380,-560
13779,-740,2380,-560
13780,-720,2380,-560
13781,-10000,-10000,-10000
13782,-10000,-10000,-10000
13783,-10000,-10000,-10000
13784,-10000,-10000,-10000
13785,-10000,-10000,-10000
13786,-10000,-10000,-10000
13787,-10000,-10000,-10000
13788,-10000,-10000,-10000
13789,-10000,-10000,-10000
13790,-10000,-10000,-10000
13791,-10000,-10000,-10000
13792,-10000,-10000,-10000
13793,-10000,-10000,-10000
13794,-10000,-10000,-10000
13795,-10000,-10000,-10000
13796,-10000,-10000,-10000
13797,-10000,-10000,-10000
13798,-10000,-10000,-10000
13799,-10000,-10000,-10000
13800,-10000,-10000,-10000
13801,-300,2380,-560
13802,-280,2380,-560
13803,-260,2380,-560
13804,-240,2380,-560
13805,-220,2380,-560
13806,-10000,-10000,-10000
13807,-10000,-10000,-10000
13808,-10000,-10000,-10000
13809,-10000,-10000,-10000
13810,-10000,-10000,-10000
13811,-10000,-10000,-10000
13812,-10000,-10000,-10000
13813,-10000,-10000,-10000
13814,-10000,-10000,-10000
13815,-10000,-10000,-10000
13816,-10000,-10000,-10000
13817,-10000,-10000,-10000
13818,-10000,-10000,-10000
13819,-10000,-10000,-10000
13820,-10000,-10000,-10000
13821,-10000,-10000,-10000
13822,-10000,-10000,-10000
13823,-10000,-10000,-10000
13824,-10000,-10000,-10000
13825,-10000,-10000,-10000
13826,200,2380,-560
13827,220,2380,-560
13828,240,2380,-560
13829,260,2380,-560
13830,280,2380,-560
13831,300,2380,-560
13832,320,2380,-560
13833,340,2380,-560
13834,360,2380,-560
13835,380,2380,-560
13836,400,2380,-560
13837,420,2380,-560
13838,440,2380,-560
